Model,Brand,purchase_place,Year_of_manufacture,total_cars,percentage_by_model,percentage_by_place,percentage_of_total,avg_mileage
i20,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,176057.00
Innova,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,120052.00
Innova,Maruti,Jayanagar,2004,2,0.03,0.03,0.00,101381.00
Innova,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,130954.00
Nexon,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,107759.00
Nexon,Maruti,Jayanagar,2004,3,0.05,0.05,0.00,129822.00
Swift,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,100166.00
Swift,Maruti,Jayanagar,2004,3,0.05,0.05,0.00,100476.00
Thar,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,64955.00
Thar,Maruti,Jayanagar,2004,1,0.02,0.02,0.00,124745.00
Baleno,Maruti,Koramangala,2004,1,0.02,0.02,0.00,113698.00
Baleno,Maruti,Koramangala,2004,1,0.02,0.02,0.00,59797.00
Baleno,Maruti,Koramangala,2004,1,0.02,0.02,0.00,150572.00
Baleno,Maruti,Koramangala,2004,1,0.02,0.02,0.00,87706.00
City,Maruti,Koramangala,2004,1,0.02,0.02,0.00,168718.00
City,Maruti,Koramangala,2004,1,0.02,0.02,0.00,150335.00
City,Maruti,Koramangala,2004,3,0.05,0.05,0.00,180045.00
Creta,Maruti,Koramangala,2004,1,0.02,0.02,0.00,120360.00
Creta,Maruti,Koramangala,2004,1,0.02,0.02,0.00,85912.00
Harrier,Maruti,Koramangala,2004,1,0.02,0.02,0.00,42358.00
Harrier,Maruti,Koramangala,2004,1,0.02,0.02,0.00,149802.00
i20,Maruti,Koramangala,2004,1,0.02,0.02,0.00,62409.00
i20,Maruti,Koramangala,2004,3,0.05,0.05,0.00,90764.00
Innova,Maruti,Koramangala,2004,1,0.02,0.02,0.00,124245.00
Innova,Maruti,Koramangala,2004,1,0.02,0.02,0.00,91406.00
Nexon,Maruti,Koramangala,2004,1,0.02,0.02,0.00,114781.00
Nexon,Maruti,Koramangala,2004,1,0.02,0.02,0.00,34568.00
Nexon,Maruti,Koramangala,2004,1,0.02,0.02,0.00,147963.00
Nexon,Maruti,Koramangala,2004,1,0.02,0.02,0.00,182782.00
Seltos,Maruti,Koramangala,2004,1,0.02,0.02,0.00,81700.00
Seltos,Maruti,Koramangala,2004,1,0.02,0.02,0.00,114996.00
Seltos,Maruti,Koramangala,2004,2,0.03,0.03,0.00,114856.00
Baleno,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,111400.00
City,Maruti,Malleswaram,2004,2,0.03,0.03,0.00,75006.50
City,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,138962.00
Creta,Maruti,Malleswaram,2004,3,0.05,0.05,0.00,155142.00
Creta,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,75811.00
Creta,Maruti,Malleswaram,2004,3,0.05,0.05,0.00,175053.67
Harrier,Maruti,Malleswaram,2004,3,0.05,0.05,0.00,127007.00
Harrier,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,118168.00
Harrier,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,164838.00
Harrier,Maruti,Malleswaram,2004,2,0.03,0.03,0.00,108523.00
i20,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,55350.00
i20,Maruti,Malleswaram,2004,2,0.03,0.03,0.00,65526.50
i20,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,112188.00
Innova,Maruti,Malleswaram,2004,2,0.03,0.03,0.00,112291.50
Innova,Maruti,Malleswaram,2004,3,0.05,0.05,0.00,129250.00
Nexon,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,128492.00
Nexon,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,122280.00
Nexon,Maruti,Malleswaram,2004,3,0.05,0.05,0.00,129322.00
Nexon,Maruti,Malleswaram,2004,2,0.03,0.03,0.00,100154.00
Seltos,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,150579.00
Seltos,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,134234.00
Seltos,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,36077.00
Seltos,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,131807.00
Seltos,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,116505.00
Swift,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,97757.00
Swift,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,44386.00
Thar,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,116183.00
Thar,Maruti,Malleswaram,2004,1,0.02,0.02,0.00,166694.00
Baleno,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,134685.00
City,Maruti,Rajajinagar,2004,2,0.03,0.03,0.00,82234.50
City,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,96949.00
City,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,114670.00
Creta,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,124668.00
Creta,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,137675.00
Harrier,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,102329.00
i20,Maruti,Rajajinagar,2004,3,0.05,0.05,0.00,102990.00
Nexon,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,104005.00
Nexon,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,122001.00
Nexon,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,70020.00
Nexon,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,142244.00
Seltos,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,105341.00
Seltos,Maruti,Rajajinagar,2004,4,0.06,0.06,0.01,147786.75
Swift,Maruti,Rajajinagar,2004,3,0.05,0.05,0.00,107726.00
Swift,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,102548.00
Thar,Maruti,Rajajinagar,2004,2,0.03,0.03,0.00,96518.00
Thar,Maruti,Rajajinagar,2004,1,0.02,0.02,0.00,74825.00
Baleno,Maruti,Whitefield,2004,1,0.02,0.02,0.00,128526.00
Baleno,Maruti,Whitefield,2004,3,0.05,0.05,0.00,140616.33
Baleno,Maruti,Whitefield,2004,1,0.02,0.02,0.00,87248.00
City,Maruti,Whitefield,2004,1,0.02,0.02,0.00,93348.00
City,Maruti,Whitefield,2004,1,0.02,0.02,0.00,67736.00
Creta,Maruti,Whitefield,2004,1,0.02,0.02,0.00,170515.00
Harrier,Maruti,Whitefield,2004,1,0.02,0.02,0.00,117109.00
Harrier,Maruti,Whitefield,2004,1,0.02,0.02,0.00,91953.00
i20,Maruti,Whitefield,2004,1,0.02,0.02,0.00,106471.00
i20,Maruti,Whitefield,2004,1,0.02,0.02,0.00,190664.00
Innova,Maruti,Whitefield,2004,1,0.02,0.02,0.00,98930.00
Nexon,Maruti,Whitefield,2004,2,0.03,0.03,0.00,82120.00
Nexon,Maruti,Whitefield,2004,1,0.02,0.02,0.00,101280.00
Seltos,Maruti,Whitefield,2004,1,0.02,0.02,0.00,97718.00
Seltos,Maruti,Whitefield,2004,1,0.02,0.02,0.00,91549.00
Seltos,Maruti,Whitefield,2004,1,0.02,0.02,0.00,212946.00
Seltos,Maruti,Whitefield,2004,3,0.05,0.05,0.00,112865.00
Swift,Maruti,Whitefield,2004,3,0.05,0.05,0.00,145524.00
Baleno,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,163638.00
City,Maruti,Yelahanka,2004,3,0.05,0.05,0.00,124964.00
City,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,77947.00
Creta,Maruti,Yelahanka,2004,2,0.03,0.03,0.00,100216.00
Creta,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,89868.00
Harrier,Maruti,Yelahanka,2004,2,0.03,0.03,0.00,100452.50
Harrier,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,126928.00
i20,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,132668.00
i20,Maruti,Yelahanka,2004,3,0.05,0.05,0.00,126777.00
Innova,Maruti,Yelahanka,2004,4,0.06,0.06,0.01,148529.50
Nexon,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,142589.00
Nexon,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,122791.00
Nexon,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,117440.00
Seltos,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,149979.00
Seltos,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,39353.00
Swift,Maruti,Yelahanka,2004,1,0.02,0.02,0.00,122072.00
Swift,Maruti,Yelahanka,2004,2,0.03,0.03,0.00,119100.50
Swift,Maruti,Yelahanka,2004,2,0.03,0.03,0.00,89249.00
Thar,Maruti,Yelahanka,2004,2,0.03,0.03,0.00,88224.50
City,Tata,Basavanagudi,2004,2,0.03,0.03,0.00,132493.50
Creta,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,67196.00
Creta,Tata,Basavanagudi,2004,4,0.06,0.07,0.01,129295.25
Harrier,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,169128.00
i20,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,71775.00
i20,Tata,Basavanagudi,2004,3,0.05,0.05,0.00,28742.00
i20,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,107377.00
i20,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,102948.00
i20,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,103135.00
Innova,Tata,Basavanagudi,2004,3,0.05,0.05,0.00,71373.00
Innova,Tata,Basavanagudi,2004,3,0.05,0.05,0.00,100135.67
Innova,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,198157.00
Nexon,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,122845.00
Seltos,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,162064.00
Swift,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,129336.00
Thar,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,64664.00
Thar,Tata,Basavanagudi,2004,3,0.05,0.05,0.00,178408.00
Thar,Tata,Basavanagudi,2004,1,0.02,0.02,0.00,86614.00
Baleno,Tata,Hebbal,2004,1,0.02,0.02,0.00,49291.00
City,Tata,Hebbal,2004,1,0.02,0.02,0.00,101645.00
Creta,Tata,Hebbal,2004,3,0.05,0.05,0.00,125149.00
Creta,Tata,Hebbal,2004,3,0.05,0.05,0.00,70110.00
Harrier,Tata,Hebbal,2004,3,0.05,0.05,0.00,150725.00
Harrier,Tata,Hebbal,2004,1,0.02,0.02,0.00,78273.00
Harrier,Tata,Hebbal,2004,1,0.02,0.02,0.00,123936.00
Harrier,Tata,Hebbal,2004,1,0.02,0.02,0.00,88562.00
i20,Tata,Hebbal,2004,1,0.02,0.02,0.00,94738.00
i20,Tata,Hebbal,2004,3,0.05,0.05,0.00,107223.00
i20,Tata,Hebbal,2004,1,0.02,0.02,0.00,148756.00
Innova,Tata,Hebbal,2004,2,0.03,0.03,0.00,62920.00
Innova,Tata,Hebbal,2004,3,0.05,0.05,0.00,148259.67
Nexon,Tata,Hebbal,2004,1,0.02,0.02,0.00,171373.00
Seltos,Tata,Hebbal,2004,3,0.05,0.05,0.00,67853.00
Seltos,Tata,Hebbal,2004,1,0.02,0.02,0.00,84562.00
Swift,Tata,Hebbal,2004,3,0.05,0.05,0.00,9500.00
Thar,Tata,Hebbal,2004,1,0.02,0.02,0.00,72742.00
Thar,Tata,Hebbal,2004,1,0.02,0.02,0.00,97469.00
Baleno,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,114232.00
Baleno,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,113048.00
Creta,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,139821.00
Harrier,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,133655.00
Harrier,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,142777.00
Harrier,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,72688.00
i20,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,67452.00
i20,Tata,"HSR Layout",2004,2,0.03,0.03,0.00,95124.00
i20,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,89165.00
Innova,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,97771.00
Innova,Tata,"HSR Layout",2004,3,0.05,0.05,0.00,158481.00
Nexon,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,78646.00
Nexon,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,93414.00
Swift,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,151204.00
Swift,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,100018.00
Thar,Tata,"HSR Layout",2004,1,0.02,0.02,0.00,101148.00
Baleno,Tata,Indiranagar,2004,1,0.02,0.02,0.00,92425.00
Baleno,Tata,Indiranagar,2004,1,0.02,0.02,0.00,53805.00
Baleno,Tata,Indiranagar,2004,2,0.03,0.03,0.00,148278.50
Baleno,Tata,Indiranagar,2004,1,0.02,0.02,0.00,97343.00
City,Tata,Indiranagar,2004,1,0.02,0.02,0.00,108764.00
City,Tata,Indiranagar,2004,2,0.03,0.03,0.00,113394.50
Creta,Tata,Indiranagar,2004,1,0.02,0.02,0.00,67242.00
Harrier,Tata,Indiranagar,2004,1,0.02,0.02,0.00,23464.00
i20,Tata,Indiranagar,2004,1,0.02,0.02,0.00,127836.00
i20,Tata,Indiranagar,2004,1,0.02,0.02,0.00,113982.00
i20,Tata,Indiranagar,2004,1,0.02,0.02,0.00,144756.00
Innova,Tata,Indiranagar,2004,1,0.02,0.02,0.00,125094.00
Innova,Tata,Indiranagar,2004,2,0.03,0.03,0.00,89491.50
Innova,Tata,Indiranagar,2004,1,0.02,0.02,0.00,118292.00
Innova,Tata,Indiranagar,2004,1,0.02,0.02,0.00,165511.00
Nexon,Tata,Indiranagar,2004,1,0.02,0.02,0.00,75205.00
Nexon,Tata,Indiranagar,2004,1,0.02,0.02,0.00,127463.00
Nexon,Tata,Indiranagar,2004,1,0.02,0.02,0.00,166509.00
Nexon,Tata,Indiranagar,2004,3,0.05,0.05,0.00,94440.00
Seltos,Tata,Indiranagar,2004,1,0.02,0.02,0.00,130169.00
Swift,Tata,Indiranagar,2004,1,0.02,0.02,0.00,98504.00
Swift,Tata,Indiranagar,2004,3,0.05,0.05,0.00,69129.00
Thar,Tata,Indiranagar,2004,3,0.05,0.05,0.00,112404.00
Thar,Tata,Indiranagar,2004,2,0.03,0.03,0.00,128536.50
Baleno,Tata,Jayanagar,2004,1,0.02,0.02,0.00,115846.00
Baleno,Tata,Jayanagar,2004,1,0.02,0.02,0.00,14357.00
Baleno,Tata,Jayanagar,2004,1,0.02,0.02,0.00,155357.00
City,Tata,Jayanagar,2004,1,0.02,0.02,0.00,79291.00
City,Tata,Jayanagar,2004,1,0.02,0.02,0.00,152139.00
Creta,Tata,Jayanagar,2004,1,0.02,0.02,0.00,127950.00
Creta,Tata,Jayanagar,2004,1,0.02,0.02,0.00,150201.00
Harrier,Tata,Jayanagar,2004,1,0.02,0.02,0.00,102212.00
Harrier,Tata,Jayanagar,2004,1,0.02,0.02,0.00,111844.00
Innova,Tata,Jayanagar,2004,1,0.02,0.02,0.00,102741.00
Innova,Tata,Jayanagar,2004,1,0.02,0.02,0.00,173739.00
Innova,Tata,Jayanagar,2004,1,0.02,0.02,0.00,87760.00
Nexon,Tata,Jayanagar,2004,1,0.02,0.02,0.00,164732.00
Seltos,Tata,Jayanagar,2004,2,0.03,0.03,0.00,91592.00
Seltos,Tata,Jayanagar,2004,1,0.02,0.02,0.00,235906.00
Seltos,Tata,Jayanagar,2004,2,0.03,0.03,0.00,87762.50
Seltos,Tata,Jayanagar,2004,1,0.02,0.02,0.00,147208.00
Swift,Tata,Jayanagar,2004,1,0.02,0.02,0.00,161873.00
Swift,Tata,Jayanagar,2004,1,0.02,0.02,0.00,90648.00
Swift,Tata,Jayanagar,2004,2,0.03,0.03,0.00,146458.50
Thar,Tata,Jayanagar,2004,1,0.02,0.02,0.00,99786.00
Thar,Tata,Jayanagar,2004,1,0.02,0.02,0.00,99493.00
Thar,Tata,Jayanagar,2004,1,0.02,0.02,0.00,64838.00
Thar,Tata,Jayanagar,2004,1,0.02,0.02,0.00,152938.00
Thar,Tata,Jayanagar,2004,1,0.02,0.02,0.00,96318.00
Baleno,Tata,Koramangala,2004,1,0.02,0.02,0.00,98898.00
City,Tata,Koramangala,2004,1,0.02,0.02,0.00,183573.00
City,Tata,Koramangala,2004,2,0.03,0.03,0.00,156550.50
City,Tata,Koramangala,2004,1,0.02,0.02,0.00,90298.00
City,Tata,Koramangala,2004,1,0.02,0.02,0.00,38823.00
Creta,Tata,Koramangala,2004,1,0.02,0.02,0.00,124442.00
Creta,Tata,Koramangala,2004,1,0.02,0.02,0.00,144837.00
Creta,Tata,Koramangala,2004,1,0.02,0.02,0.00,105374.00
Creta,Tata,Koramangala,2004,1,0.02,0.02,0.00,133527.00
Harrier,Tata,Koramangala,2004,1,0.02,0.02,0.00,125894.00
Harrier,Tata,Koramangala,2004,1,0.02,0.02,0.00,76364.00
i20,Tata,Koramangala,2004,1,0.02,0.02,0.00,111258.00
i20,Tata,Koramangala,2004,1,0.02,0.02,0.00,129904.00
Innova,Tata,Koramangala,2004,1,0.02,0.02,0.00,64034.00
Nexon,Tata,Koramangala,2004,1,0.02,0.02,0.00,125165.00
Seltos,Tata,Koramangala,2004,1,0.02,0.02,0.00,102648.00
Thar,Tata,Koramangala,2004,1,0.02,0.02,0.00,181101.00
Thar,Tata,Koramangala,2004,3,0.05,0.05,0.00,101946.00
City,Tata,Malleswaram,2004,1,0.02,0.02,0.00,85137.00
City,Tata,Malleswaram,2004,1,0.02,0.02,0.00,60586.00
Creta,Tata,Malleswaram,2004,1,0.02,0.02,0.00,95898.00
Harrier,Tata,Malleswaram,2004,1,0.02,0.02,0.00,111896.00
i20,Tata,Malleswaram,2004,1,0.02,0.02,0.00,76215.00
Nexon,Tata,Malleswaram,2004,1,0.02,0.02,0.00,103603.00
Nexon,Tata,Malleswaram,2004,1,0.02,0.02,0.00,53444.00
Nexon,Tata,Malleswaram,2004,1,0.02,0.02,0.00,32232.00
Seltos,Tata,Malleswaram,2004,1,0.02,0.02,0.00,134046.00
Swift,Tata,Malleswaram,2004,1,0.02,0.02,0.00,138011.00
Swift,Tata,Malleswaram,2004,1,0.02,0.02,0.00,150032.00
Thar,Tata,Malleswaram,2004,3,0.05,0.05,0.00,82094.00
Thar,Tata,Malleswaram,2004,1,0.02,0.02,0.00,115423.00
Baleno,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,123858.00
Baleno,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,175896.00
Baleno,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,139055.00
City,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,111785.00
City,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,130526.00
City,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,108399.00
Creta,Tata,Rajajinagar,2004,2,0.03,0.03,0.00,162465.00
Creta,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,88240.00
Creta,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,127287.00
Harrier,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,123689.00
i20,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,147077.00
i20,Tata,Rajajinagar,2004,3,0.05,0.05,0.00,114586.00
i20,Tata,Rajajinagar,2004,3,0.05,0.05,0.00,146751.00
i20,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,49069.00
Innova,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,54377.00
Innova,Tata,Rajajinagar,2004,2,0.03,0.03,0.00,149771.00
Innova,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,85868.00
Innova,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,147628.00
Innova,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,170143.00
Innova,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,90397.00
Nexon,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,84946.00
Nexon,Tata,Rajajinagar,2004,3,0.05,0.05,0.00,71425.00
Swift,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,137260.00
Swift,Tata,Rajajinagar,2004,2,0.03,0.03,0.00,57712.00
Thar,Tata,Rajajinagar,2004,1,0.02,0.02,0.00,151173.00
City,Tata,Whitefield,2004,3,0.05,0.05,0.00,110949.00
City,Tata,Whitefield,2004,1,0.02,0.02,0.00,151356.00
Creta,Tata,Whitefield,2004,1,0.02,0.02,0.00,101808.00
Creta,Tata,Whitefield,2004,1,0.02,0.02,0.00,150775.00
Harrier,Tata,Whitefield,2004,1,0.02,0.02,0.00,150663.00
Harrier,Tata,Whitefield,2004,3,0.05,0.05,0.00,135042.00
i20,Tata,Whitefield,2004,2,0.03,0.03,0.00,62883.00
i20,Tata,Whitefield,2004,1,0.02,0.02,0.00,121778.00
Nexon,Tata,Whitefield,2004,1,0.02,0.02,0.00,100103.00
Nexon,Tata,Whitefield,2004,1,0.02,0.02,0.00,111177.00
Nexon,Tata,Whitefield,2004,1,0.02,0.02,0.00,149212.00
Seltos,Tata,Whitefield,2004,1,0.02,0.02,0.00,141440.00
Seltos,Tata,Whitefield,2004,4,0.06,0.06,0.01,104174.25
Swift,Tata,Whitefield,2004,1,0.02,0.02,0.00,164856.00
Swift,Tata,Whitefield,2004,1,0.02,0.02,0.00,106847.00
Thar,Tata,Whitefield,2004,1,0.02,0.02,0.00,180236.00
Thar,Tata,Whitefield,2004,3,0.05,0.05,0.00,68708.00
Baleno,Tata,Yelahanka,2004,3,0.05,0.05,0.00,104298.00
City,Tata,Yelahanka,2004,3,0.05,0.05,0.00,142364.00
Creta,Tata,Yelahanka,2004,1,0.02,0.02,0.00,98312.00
Creta,Tata,Yelahanka,2004,1,0.02,0.02,0.00,39586.00
Harrier,Tata,Yelahanka,2004,1,0.02,0.02,0.00,63681.00
i20,Tata,Yelahanka,2004,1,0.02,0.02,0.00,91380.00
Innova,Tata,Yelahanka,2004,1,0.02,0.02,0.00,126012.00
Innova,Tata,Yelahanka,2004,3,0.05,0.05,0.00,151949.00
Innova,Tata,Yelahanka,2004,1,0.02,0.02,0.00,83779.00
Seltos,Tata,Yelahanka,2004,1,0.02,0.02,0.00,71734.00
Seltos,Tata,Yelahanka,2004,3,0.05,0.05,0.00,102188.00
Swift,Tata,Yelahanka,2004,1,0.02,0.02,0.00,115267.00
Swift,Tata,Yelahanka,2004,1,0.02,0.02,0.00,112826.00
Thar,Tata,Yelahanka,2004,1,0.02,0.02,0.00,111368.00
Thar,Tata,Yelahanka,2004,1,0.02,0.02,0.00,146845.00
Thar,Tata,Yelahanka,2004,1,0.02,0.02,0.00,91508.00
City,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,133477.00
Harrier,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,114265.00
Harrier,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,66249.00
Harrier,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,133044.00
i20,Toyota,Basavanagudi,2004,3,0.05,0.05,0.00,169327.00
Nexon,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,97887.00
Nexon,Toyota,Basavanagudi,2004,2,0.03,0.03,0.00,86168.00
Nexon,Toyota,Basavanagudi,2004,3,0.05,0.05,0.00,124610.00
Nexon,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,149557.00
Seltos,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,107856.00
Seltos,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,206913.00
Swift,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,172128.00
Swift,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,114003.00
Thar,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,133015.00
Thar,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,54376.00
Thar,Toyota,Basavanagudi,2004,1,0.02,0.02,0.00,175244.00
Baleno,Toyota,Hebbal,2004,2,0.03,0.03,0.00,88402.50
Baleno,Toyota,Hebbal,2004,1,0.02,0.02,0.00,70196.00
Baleno,Toyota,Hebbal,2004,1,0.02,0.02,0.00,153489.00
Baleno,Toyota,Hebbal,2004,1,0.02,0.02,0.00,102480.00
Baleno,Toyota,Hebbal,2004,2,0.03,0.03,0.00,122731.00
City,Toyota,Hebbal,2004,1,0.02,0.02,0.00,141339.00
Creta,Toyota,Hebbal,2004,1,0.02,0.02,0.00,134961.00
Creta,Toyota,Hebbal,2004,1,0.02,0.02,0.00,123874.00
Creta,Toyota,Hebbal,2004,1,0.02,0.02,0.00,85172.00
Harrier,Toyota,Hebbal,2004,1,0.02,0.02,0.00,192898.00
Harrier,Toyota,Hebbal,2004,1,0.02,0.02,0.00,126855.00
i20,Toyota,Hebbal,2004,1,0.02,0.02,0.00,116211.00
Innova,Toyota,Hebbal,2004,1,0.02,0.02,0.00,95525.00
Innova,Toyota,Hebbal,2004,1,0.02,0.02,0.00,151600.00
Innova,Toyota,Hebbal,2004,1,0.02,0.02,0.00,149899.00
Nexon,Toyota,Hebbal,2004,1,0.02,0.02,0.00,115151.00
Nexon,Toyota,Hebbal,2004,1,0.02,0.02,0.00,163900.00
Nexon,Toyota,Hebbal,2004,1,0.02,0.02,0.00,122859.00
Seltos,Toyota,Hebbal,2004,4,0.06,0.06,0.01,105315.50
Seltos,Toyota,Hebbal,2004,1,0.02,0.02,0.00,92478.00
Seltos,Toyota,Hebbal,2004,1,0.02,0.02,0.00,99898.00
Swift,Toyota,Hebbal,2004,1,0.02,0.02,0.00,137485.00
Baleno,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,169089.00
Creta,Toyota,"HSR Layout",2004,3,0.05,0.05,0.00,98432.00
Creta,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,120382.00
Creta,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,150053.00
Harrier,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,163063.00
i20,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,55907.00
i20,Toyota,"HSR Layout",2004,3,0.05,0.05,0.00,71356.00
Innova,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,91123.00
Nexon,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,128140.00
Seltos,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,46599.00
Swift,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,112866.00
Thar,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,122742.00
Thar,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,151064.00
Thar,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,162699.00
Thar,Toyota,"HSR Layout",2004,1,0.02,0.02,0.00,182006.00
Baleno,Toyota,Indiranagar,2004,2,0.03,0.03,0.00,115334.50
City,Toyota,Indiranagar,2004,2,0.03,0.03,0.00,127423.50
Harrier,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,113350.00
Harrier,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,92341.00
Harrier,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,165965.00
Harrier,Toyota,Indiranagar,2004,3,0.05,0.05,0.00,104616.00
i20,Toyota,Indiranagar,2004,3,0.05,0.05,0.00,179016.00
i20,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,102356.00
Innova,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,134313.00
Innova,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,128733.00
Nexon,Toyota,Indiranagar,2004,1,0.02,0.02,0.00,63575.00
